label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
0|1791|1209|1999|1996|automatic discovery language models for text databases sigmod conference aiqun james callan margaret connell|algebraic query optimisation for database programming languages alexandra poulovassilis carol small the vldb journal the international journal very large data bases|41|44|43|18|20|1|0.05555555555555555|0.05
0|706|1475|2002|"233|1995"|the design and performance evaluation alternative xml storage strategies david dewitt jianjun chen chun zhang feng tian sigmod record|performance evaluation oid mapping techniques andr eickler carsten andreas gerlhof donald kossmann very large data bases|49|46|52|21|18|3|0.16666666666666666|0.14285714285714285
1|239|813|1999|1999|optimal grid clustering towards breaking the curse dimensionality high dimensional clustering daniel keim alexander hinneburg vldb|optimal grid clustering towards breaking the curse dimensionality high dimensional clustering alexander hinneburg daniel keim very large data bases|85|92|88|18|21|17|0.9444444444444444|0.8095238095238095
0|2524|386|1995|2000|indexing multimedia databases tutorial christos faloutsos sigmod conference|research issues moving objects databases tutorial session international conference management data ouri wolfson|47|50|60|8|16|3|0.375|0.1875
0|1033|1650|2002|1995|data page layouts for relational databases deep memory hierarchies david dewitt mark hill anastassia ailamaki vldb|declarative updates relational databases acm transactions database systems tods weidong chen|48|45|51|19|13|3|0.23076923076923078|0.15789473684210525
0|1835|1718|1998|1994|wavelet based histograms for selectivity estimation sigmod conference jeffrey scott vitter yossi matias min wang|adaptive selectivity estimation using query feedback chungmin melvin chen nick roussopoulos international conference management data|46|48|48|15|17|3|0.2|0.17647058823529413
1|348|162|1998|1998|filenet integrated document management database usage and issues sigmod conference daniel whelan|filenet integrated document management database usage and issues daniel whelan international conference management data|76|83|82|13|16|12|0.9230769230769231|0.75
0|2554|1011|1996|1998|implementation and analysis parallel collection query language vldb dan suciu|design and analysis parametric query optimization algorithms very large data bases sumit ganguly|54|57|55|12|14|4|0.3333333333333333|0.2857142857142857
1|2222|2282|"2|2003"|"2|2003"|selective information dissemination networks problems and solutions stratos idreos manolis koubarakis christos tryfonopoulos yannis drougas sigmod record|selective information dissemination networks problems and solutions manolis koubarakis christos tryfonopoulos stratos idreos yannis drougas acm sigmod record|90|99|88|19|20|19|1.0|0.95
0|317|1983|1998|1996|garbage collection object oriented databases using transactional cyclic reference counting vldb sudarshan prasan roy abraham silberschatz srinivas ashwin seshadri|static detection security flaws object oriented databases international conference management data keishi tajima|55|41|59|22|16|4|0.25|0.18181818181818182
0|18|207|1997|1999|parametric query optimization vldb raymond timos sellis yannis ioannidis kyuseok shim|query optimization for selections using bitmaps international conference management data ming chuan|45|40|47|16|15|2|0.13333333333333333|0.125
1|470|991|1998|1998|database system for real time event aggregation telecommunication vldb henry korth jerry baulier abraham silberschatz stephen blott|database system for real time event aggregation telecommunication jerry baulier stephen blott henry korth abraham silberschatz very large data bases|77|92|80|20|23|19|0.95|0.8260869565217391
0|987|1600|1994|"246|1995"|open object database management systems josÃ blakeley sigmod conference|temporal database system implementations michael hlen acm sigmod record|51|52|52|10|11|2|0.2|0.18181818181818182
0|2421|1114|1996|1995|integrating temporal real time and active databases john stankovic krithi ramamritham ming xiong rajendran sivasankaran donald towsley sigmod record|promises and realities active database systems very large data bases eric simon angelika kotz dittrich|45|46|49|22|16|2|0.125|0.09090909090909091
0|1611|1213|1995|1996|ordered shared locks for real time databases richard jeffers divyakant agrawal amr abbadi lijing lin vldb|priority assignment real time active databases rajendran sivasankaran john stankovic don towsley bhaskar purimetla krithi ramamritham the vldb journal the international journal very large data bases|42|45|47|18|28|4|0.2222222222222222|0.14285714285714285
1|92|1375|2000|2000|work and information practices the sciences biodiversity geoffrey bowker vldb|work and information practices the sciences biodiversity very large data bases geoffrey bowker|86|88|84|13|16|12|0.9230769230769231|0.75
0|1181|866|1996|2000|answering queries with aggregation using views jagadish shaul dar divesh srivastava alon levy vldb|scalable algorithm for answering queries using views rachel pottinger alon levy very large data bases|52|60|54|17|17|7|0.4117647058823529|0.4117647058823529
0|1771|1030|2002|1997|watermarking relational databases rakesh agrawal jerry kiernan vldb|integrating reliable memory databases wee teck peter chen very large data bases|51|45|54|8|15|1|0.125|0.06666666666666667
0|1978|1522|2001|1995|infosphere project system support for information flow applications calton jonathan walpole karsten schwan sigmod record|paradise database system for gis applications corporate the paradise team international conference management data|47|48|47|16|16|3|0.1875|0.1875
0|1815|2239|1999|1994|integrating heterogenous overlapping databases through object oriented transformations tore risch vanja josifovski vldb|effective deductive object oriented database through language integration maria barja norman paton alvaro fernandes howard williams andrew dinn very large data bases|46|42|49|13|27|3|0.23076923076923078|0.1111111111111111
0|27|720|2001|2002|form based proxy caching for database backed web sites jeffrey naughton qiong luo vldb|dbcache database caching for web application servers mehmet altinel qiong luo sailesh krishnamurthy mohan hamid pirahesh bruce lindsay honguk woo larry brown international conference management data|35|45|51|15|30|6|0.4|0.2
0|892|1787|1996|1998|calibrating the query optimizer cost model iro object oriented federated database system zhao hui tang fei sha georges gardarin vldb|query unnesting object oriented databases international conference management data leonidas fegaras|48|52|52|23|14|4|0.2857142857142857|0.17391304347826086
0|1217|1939|2001|"252|1995"|smooth distributed multimedia database system christian hanin roland tusch carmen riedler harald kosch margit lang szlÃ szÃ rmÃ nyi christian hofbauer alexander bachlechner vldb|the ecrc multi database system willem jonker heribert sch international conference management data|45|46|50|26|16|2|0.125|0.07692307692307693
0|1062|212|2003|1999|closing the key loophole mls databases nenad jukic svetlozar nestorov susan vrbsky sigmod record|belief reasoning mls deductive databases hasan jamil international conference management data|45|40|46|16|15|3|0.2|0.1875
0|2300|1743|2003|1994|capturing global transactions from multiple recovery log files partitioned database system elizabeth hamel serge bourbonnais bruce lindsay tuong truong chengfei liu jens stankiewitz vldb|ensuring relaxed atomicity for flexible transactions multidatabase systems aidong zhang marian nodine bharat bhargava omran bukhres international conference management data|47|47|48|28|23|2|0.08695652173913043|0.07142857142857142
0|942|2202|2002|2003|book review column karl aberer sigmod record|book review column karl aberer acm sigmod record|96|96|91|7|8|7|1.0|0.875
0|1542|2141|1997|"7|5|1999"|extraction object oriented structures from existing relational databases julia hodges shekar ramanathan sigmod record|microsoft english query automatic extraction semantics from relational databases and olap cubes adam blum very large data bases|50|52|52|16|19|5|0.3125|0.2631578947368421
0|2402|1715|2003|1994|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record|implementation magic sets relational database system inderpal singh mumick hamid pirahesh international conference management data|46|52|48|18|19|4|0.2222222222222222|0.21052631578947367
0|162|1881|1995|1996|temporal database system implementations michael hlen sigmod record|semantics for update rule programs and implementation relational database management system louiqa raschid jorge lobo acm transactions database systems tods|41|44|50|10|22|2|0.2|0.09090909090909091
0|476|87|2002|1999|sideway value algebra for object relational databases meral zsoyoglu gultekin zsoyoglu abdullah hamdani zgÃ ulusoy selma ayse zel ismail sengÃ altingÃ vde vldb|cost estimation user defined methods object relational database systems jihad boulos kinji ono acm sigmod record|44|45|47|26|18|2|0.1111111111111111|0.07692307692307693
0|1885|1836|2002|1997|spatial indexing high dimensional data based relative approximation vldb shunsuke uemura masatoshi yoshikawa yasushi sakurai haruhiko kojima|distance based indexing for high dimensional metric spaces tolga bozkaya meral ozsoyoglu international conference management data|46|47|48|20|18|7|0.3888888888888889|0.35
0|1269|1102|1999|1996|database design for incomplete relations mark levene george loizou acm trans database syst|obtaining complete answers from incomplete databases alon levy very large data bases|53|51|55|12|13|1|0.08333333333333333|0.07692307692307693
0|387|547|2002|2001|reminiscences influential papers sigmod record kenneth ross kyuseok shim mary fernandez|reminiscences influential papers kenneth ross acm sigmod record|74|81|75|14|10|9|0.9|0.6428571428571429
0|1915|293|2003|2001|rights protection for relational data sunil prabhakar radu sion mikhail atallah sigmod conference|outlier detection for high dimensional data charu aggarwal philip international conference management data|49|51|54|14|17|3|0.21428571428571427|0.17647058823529413
0|452|655|2003|"18|2002"|report the first international conference ontologies databases and applications semantics karl aberer sigmod record|report the british national conference databases bncod acm sigmod record carole goble brian read|65|65|64|16|16|7|0.4375|0.4375
1|2367|1805|1998|1998|similarity query processing using disk arrays apostolos papadopoulos yannis manolopoulos sigmod conference|similarity query processing using disk arrays apostolos papadopoulos yannis manolopoulos international conference management data|84|81|90|12|17|11|0.9166666666666666|0.6470588235294118
1|2109|2203|1994|1994|new concurrency control algorithms for accessing and compacting trees vldb andrea zisman setzer|new concurrency control algorithms for accessing and compacting trees very large data bases setzer andrea zisman|83|89|87|16|19|15|0.9375|0.7894736842105263
0|1729|1600|1996|"246|1995"|coalescing temporal databases michael soo richard snodgrass michael hlen vldb|temporal database system implementations michael hlen acm sigmod record|54|64|59|14|11|4|0.36363636363636365|0.2857142857142857
0|1799|2269|1996|1994|structures for manipulating proposed updates object oriented databases richard hull mohammed rupawalla michael doherty sigmod conference|implementing lazy database updates for object database system fabrizio ferrandina thorsten meyer roberto zicari very large data bases|45|47|47|17|18|3|0.17647058823529413|0.16666666666666666
0|1655|262|1996|2001|building knowledge base management systems thodoros topaloglou adel shrufi vinay chaudhri dimitris plexousakis john mylopoulos vldb|supporting containment queries relational database management systems chun zhang jeffrey naughton david dewitt qiong luo guy lohman international conference management data|41|42|46|18|23|2|0.1111111111111111|0.08695652173913043
0|2409|1408|2002|2001|efficient exploration large scientific databases gustavo alonso etzard stolte vldb|efficient index structures for string databases tamer kahveci ambuj singh very large data bases|52|54|51|11|15|3|0.2727272727272727|0.2
0|471|1189|2002|2001|guest editorial alon halevy vldb|guest editorial fabio casati ming chien shan dimitrios georgakopoulos the vldb journal the international journal very large data bases|37|34|61|7|18|3|0.42857142857142855|0.16666666666666666
1|357|251|1996|1996|the ins and outs and everthing between data warehousing sigmod conference donovan schneider phillip fernandez|the ins and outs and everything between data warehousing international conference management data phil fernandez donovan schneider|75|82|78|18|18|13|0.7222222222222222|0.7222222222222222
0|2113|347|2000|2002|data management ecommerce the good the bad and the ugly sigmod conference avigdor gal|data management issues electronic commerce asuman dogac acm sigmod record|57|52|59|13|11|4|0.36363636363636365|0.3076923076923077
0|738|1017|2000|"216|248|216|248|1998"|toward learning based web query processing vldb yanlei diao hongjun zengping tian songting chen|low cost compensation based query processing ystein vlen svein olaf hvasshovd ystein torbj rnsen very large data bases|49|56|53|15|18|3|0.2|0.16666666666666666
0|1198|1302|2003|2001|schema matching with opaque column names and data values jaewoo kang jeffrey naughton sigmod conference|generic schema matching with cupid jayant madhavan philip bernstein erhard rahm very large data bases|49|48|50|17|16|4|0.25|0.23529411764705882
0|2037|1170|1996|1998|sql query optimization reordering for general class queries sigmod conference piyush goel balakrishna iyer|optimal clip ordering for multi clip queries raymond paul shum the vldb journal the international journal very large data bases|48|47|50|17|20|2|0.11764705882352941|0.1
0|1142|1825|1997|1997|line warehouse view maintenance jennifer widom dallan quass sigmod conference|efficient view maintenance data warehouses agrawal abbadi singh yurek international conference management data|45|55|48|11|19|4|0.36363636363636365|0.21052631578947367
0|372|562|1999|2002|database research the university oklahoma sigmod record sirirut vanichayobon leonard brown ravi dirckze sylvain guinepain carlos nchez gruenwald brian summers|database research the university illinois urbana champaign winslett chang doan han zhai zhou acm sigmod record|53|53|56|25|24|9|0.375|0.36
0|2114|894|2000|"246|2000"|efficiently publishing relational data xml documents berthold reinwald jayavel shanmugasundaram michael carey eugene shekita hamid pirahesh bruce lindsay rimon barr vldb|managing intervals efficiently object relational databases hans peter kriegel marco tke thomas seidl very large data bases|45|45|50|24|19|3|0.15789473684210525|0.125
0|1555|22|1997|1999|incremental organization for data recording and warehousing sudarshan narayan rama kanneganti jagadish seshadri vldb|data integration and warehousing telecom italia stefano trisolini maurizio lenzerini daniele nardi international conference management data|40|48|42|18|19|3|0.16666666666666666|0.15789473684210525
0|1151|1772|1995|1997|data and knowledge base research hong kong university science and technology babak hamidzadeh kamalakar karlapalem qing chung dak shum dik lun lee frederick lochovsky beat thrich alex chia yee kean pamela drew sigmod record|the database and information system research group the university ulm peter dadam wolfgang klas acm sigmod record|44|45|50|38|18|7|0.3888888888888889|0.18421052631578946
0|1359|384|1997|2000|sentinel object oriented dbms with event based rules sharma chakravarthy sigmod conference|lambda odmg based object oriented dbms international conference management data leonidas fegaras chandrasekhar srinivasan arvind rajendran david maier|48|49|52|13|22|6|0.46153846153846156|0.2727272727272727
0|2037|1968|1996|1996|sql query optimization reordering for general class queries sigmod conference piyush goel balakrishna iyer|providing better support for class decision support queries international conference management data sudhir rao antonio badia dirk van gucht|45|50|49|17|22|6|0.35294117647058826|0.2727272727272727
0|1139|93|1998|1999|database research columbia university kenneth ross gail kaiser luis gravano salvatore stolfo shih chang sigmod record|database research the university oklahoma acm sigmod record gruenwald leonard brown ravi dirckze sylvain guinepain carlos sanchez brian summers sirirut vanichayobon|50|53|52|21|24|6|0.2857142857142857|0.25
1|2412|1000|1998|"1998|225|237"|optimal node splitting for trees yvÃ garcÃ scott leutenegger mario lopez vldb|optimal node splitting for trees garc mario lopez scott leutenegger very large data bases|79|88|82|18|21|15|0.8333333333333334|0.7142857142857143
0|2340|1643|1999|1994|mining deviants time series database muthukrishnan jagadish nick koudas vldb|fast subsequence matching time series databases international conference management data christos faloutsos ranganathan yannis manolopoulos|43|42|53|15|19|3|0.2|0.15789473684210525
0|1400|1649|2003|1994|system for watermarking relational databases peter haas rakesh agrawal jerry kiernan sigmod conference|formal query languages for secure relational databases marianne winslett kenneth smith xiaolei qian acm transactions database systems tods|47|50|51|15|19|3|0.2|0.15789473684210525
0|2220|1390|1998|2000|new sampling based summary statistics for improving approximate query answers phillip gibbons yossi matias sigmod conference|icicles self tuning samples for approximate query answering venkatesh ganti mong lee raghu ramakrishnan very large data bases|46|50|47|17|19|3|0.17647058823529413|0.15789473684210525
0|1068|655|"10|2003|2003"|"18|2002"|report the conference database systems for business technology and the web btw erhard rahm harald schÃ ning gerhard weikum sigmod record|report the british national conference databases bncod acm sigmod record carole goble brian read|53|59|58|22|16|7|0.4375|0.3181818181818182
0|2151|379|2000|1996|secure bufering firm real time database systems vldb jayant haritsa binto george|deeds towards distributed and active real time database system andler hansson eriksson mellin berndtsson eftring acm sigmod record|51|49|59|15|24|4|0.26666666666666666|0.16666666666666666
0|1126|2104|1999|2001|query processing techniques for arrays kenneth salem arunprasad marathe sigmod conference|approximate query processing using wavelets kaushik chakrabarti minos garofalakis rajeev rastogi kyuseok shim the vldb journal the international journal very large data bases|40|43|47|12|22|2|0.16666666666666666|0.09090909090909091
0|356|1715|1996|1994|the design and implementation sequence database system raghu ramakrishnan miron livny praveen seshadri vldb|implementation magic sets relational database system inderpal singh mumick hamid pirahesh international conference management data|53|52|55|16|19|5|0.3125|0.2631578947368421
0|386|512|2002|2002|book review column karl aberer sigmod record|book reviews acm sigmod record karl aberer|65|86|62|7|7|5|0.7142857142857143|0.7142857142857143
0|1428|535|1996|2002|sampling large databases for association rules hannu toivonen vldb|locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti eamonn keogh sharad mehrotra michael pazzani acm transactions database systems tods|37|36|50|9|24|3|0.3333333333333333|0.125
0|1899|619|2002|2002|book review column karl aberer sigmod record|book reviews karl aberer acm sigmod record|86|86|83|7|7|5|0.7142857142857143|0.7142857142857143
0|393|2010|2003|"199|2003"|data grid management systems arun jagatheesan arcot rajasekar sigmod conference|aurora data stream management system abadi carney etintemel cherniack convey erwin galvez hatoun maskey rasin singer stonebraker tatbul xing yan zdonik international conference management data|40|40|54|10|35|3|0.3|0.08571428571428572
0|1958|2115|2001|2001|clio semi automatic tool for schema mapping laura haas renÃ miller mauricio hernÃ ndez sigmod conference|survey approaches automatic schema matching erhard rahm philip bernstein the vldb journal the international journal very large data bases|47|48|51|20|21|3|0.15|0.14285714285714285
0|34|444|1996|2000|efficient snapshot differential algorithms for data warehousing hector garcia molina wilburt labio vldb|efficient algorithms for mining outliers from large data sets sridhar ramaswamy rajeev rastogi kyuseok shim international conference management data|44|49|48|13|20|4|0.3076923076923077|0.2
0|2136|858|2001|2000|dyda data warehouse maintenance fully concurrent environments songting chen andreas koeller elke rundensteiner xin zhang jun chen sigmod conference|performance issues incremental warehouse maintenance wilburt labio jun yang yingwei cui hector garcia molina jennifer widom very large data bases|47|47|47|20|21|5|0.25|0.23809523809523808
0|1930|1401|1997|2000|merging ranks from heterogeneous internet sources hector garcia molina luis gravano vldb|approximate query translation across heterogeneous information sources very large data bases kevin chen chuan chang hector garcia molina|53|55|58|12|18|5|0.4166666666666667|0.2777777777777778
0|968|334|2001|1998|reminiscences influential papers sigmod record james hamilton limsoon wong kenneth ross laks lakshmanan|reminiscences influential papers richard snodgrass acm sigmod record|56|61|68|18|9|5|0.5555555555555556|0.2777777777777778
0|392|771|1998|1998|materialized views and data warehouses nick roussopoulos sigmod record|materialized views oracle randall bello karl dias alan downing james feenan james finnerty william norcott harry sun andrew witkowski mohamed ziauddin very large data bases|40|34|50|9|30|3|0.3333333333333333|0.1
0|1048|1752|1995|1997|type classification semi structured documents allen luniewski markus tresch neal palmer vldb|management semistructured data dan suciu acm sigmod record|50|46|57|13|9|1|0.1111111111111111|0.07692307692307693
0|1576|2240|1999|2003|cost estimation user defined methods object relational database systems kinji ono jihad boulos sigmod record|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan acm sigmod record|51|55|50|17|19|5|0.29411764705882354|0.2631578947368421
0|917|1238|1995|2003|adaptive parallel aggregation algorithms jeffrey naughton ambuj shatdal sigmod conference|adaptive algorithms for set containment joins acm transactions database systems tods sergey melnik hector garcia molina|46|45|51|11|17|2|0.18181818181818182|0.11764705882352941
0|2181|738|1998|2002|standards practice jim melton andrew eisenberg sigmod record|standards acm sigmod record andrew eisenberg|65|75|68|9|6|5|0.8333333333333334|0.5555555555555556
0|2407|7|1998|"246|1999"|the asilomar report database research gerald held hector garcia molina michael lesk jim gray philip bernstein david maier jagadish michael stonebraker stefano ceri joseph hellerstein david dewitt jeffrey ullman michael brodie jeffrey naughton michael franklin hamid pirahesh sigmod record|the jungle database search engine michael hlen linas bukauskas curtis dyreson international conference management data|40|38|48|43|18|4|0.2222222222222222|0.09302325581395349
1|666|588|"3|1994"|1994|title foreword preface the special issue spatial database systems index vol vldb|special issue spatial database systems schek the vldb journal the international journal very large data bases|51|64|55|15|17|9|0.6|0.5294117647058824
0|2010|901|2001|2003|processing xml ldap vldb pedro josÃ marrÃ georg lausen|xpath processing nutshell georg gottlob christoph koch reinhard pichler acm sigmod record|44|44|48|12|14|3|0.25|0.21428571428571427
0|1080|93|1996|1999|database research the indian institute technology bombay seshadri nandlal sarda phatak sudarshan sigmod record|database research the university oklahoma acm sigmod record gruenwald leonard brown ravi dirckze sylvain guinepain carlos sanchez brian summers sirirut vanichayobon|50|53|53|20|24|7|0.35|0.2916666666666667
0|1595|793|2003|1999|temporal slicing the evaluation xml queries richard snodgrass dengfeng gao vldb|evaluating top selection queries surajit chaudhuri luis gravano very large data bases|49|47|49|14|13|1|0.07692307692307693|0.07142857142857142
0|2540|1912|1994|1997|join index hierarchies for supporting efficient navigations object oriented databases jiawei han zhaohui xie vldb|extraction object oriented structures from existing relational databases acm sigmod record shekar ramanathan julia hodges|42|48|43|16|16|3|0.1875|0.1875
0|1430|1212|1995|1996|performance evaluation oid mapping techniques andrÃ eickler carsten andreas gerlhof donald kossmann vldb|parallelizing oodbms traversals performance evaluation david witt jeffrey naughton john shafer shivakumar venkataraman the vldb journal the international journal very large data bases|44|45|52|15|27|4|0.26666666666666666|0.14814814814814814
0|2583|2125|2001|2003|book review column karl aberer sigmod record|book review column karl aberer acm sigmod record|96|96|91|7|8|7|1.0|0.875
0|1993|869|1995|"2000|246|246"|aggregate query processing data warehousing environments vldb venky harinarayan dallan quass ashish gupta|the challenge process data warehousing matthias jarke thomas list ller very large data bases|50|50|52|14|17|2|0.14285714285714285|0.11764705882352941
1|1633|505|1999|1999|fintime financial time series benchmark kaippallimalil jacob dennis shasha sigmod record|fintime financial time series benchmark kaippallimalil jacob dennis shasha acm sigmod record|98|98|96|13|14|13|1.0|0.9285714285714286
0|1914|526|1999|2002|reminiscences influential papers sigmod record jan van den bussche surajit chaudhuri moshe vardi kenneth ross sta grahne jagadish|influential papers ken ross acm sigmod record|38|47|71|24|7|5|0.7142857142857143|0.20833333333333334
0|1931|1993|1997|1996|meaningful change detection structured data hector garcia molina sudarshan chawathe sigmod conference|change detection hierarchically structured information sudarshan chawathe anand rajaraman hector garcia molina jennifer widom international conference management data|53|69|61|14|22|12|0.8571428571428571|0.5454545454545454
0|209|342|2003|2001|guest editorial vldb vijay atluri anupam joshi yelena yesha|editorial richard snodgrass acm transactions database systems tods|45|45|46|10|9|1|0.1111111111111111|0.1
0|1411|1640|2000|1994|functional join processing reinhard braumandl alfons kemper donald kossmann jens clauÃen vldb|sequence query processing praveen seshadri miron livny raghu ramakrishnan international conference management data|46|44|47|13|15|1|0.07692307692307693|0.06666666666666667
1|2546|1846|1997|1997|infomaster information integration system arthur keller michael genesereth oliver duschka sigmod conference|infomaster information integration system michael genesereth arthur keller oliver duschka international conference management data|74|84|77|15|19|14|0.9333333333333333|0.7368421052631579
0|1380|619|2003|2002|book review column karl aberer sigmod record|book reviews karl aberer acm sigmod record|86|86|83|7|7|5|0.7142857142857143|0.7142857142857143
0|1812|1299|1996|1994|querying heterogeneous information sources using source descriptions anand rajaraman alon levy joann ordille vldb|using semantic values facilitate interoperability among heterogeneous information systems edward sciore michael siegel arnon rosenthal acm transactions database systems tods|46|50|55|16|21|3|0.1875|0.14285714285714285
0|2113|1048|2000|1996|data management ecommerce the good the bad and the ugly sigmod conference avigdor gal|database management systems and the internet very large data bases susan malaika|48|55|49|13|12|4|0.3333333333333333|0.3076923076923077
0|1538|1297|2000|1994|automated selection materialized views and indexes sql databases surajit chaudhuri sanjay agrawal vivek narasayya vldb|automated resolution semantic heterogeneity multidatabases acm transactions database systems tods bright hurson pakzad|50|49|50|18|21|4|0.2222222222222222|0.19047619047619047
0|2294|1600|1998|"246|1995"|integrating mining with relational database systems alternatives and implications shiby thomas rakesh agrawal sunita sarawagi sigmod conference|temporal database system implementations michael hlen acm sigmod record|50|46|57|17|11|2|0.18181818181818182|0.11764705882352941
1|264|1266|2000|2000|progressive evaluation nested aggregate queries cheng hian goh beng chin ooi kian lee tan vldb|progressive evaluation nested aggregate queries kian lee tan cheng hian goh beng chin ooi the vldb journal the international journal very large data bases|71|76|85|17|24|16|0.9411764705882353|0.6666666666666666
1|443|1993|1996|1996|change detection hierarchically structured information sigmod conference jennifer widom sudarshan chawathe hector garcia molina anand rajaraman|change detection hierarchically structured information sudarshan chawathe anand rajaraman hector garcia molina jennifer widom international conference management data|68|87|73|18|22|17|0.9444444444444444|0.7727272727272727
0|15|968|1996|1998|sprint scalable parallel classifier for data mining john shafer rakesh agrawal manish mehta vldb|ratio rules new paradigm for fast quantifiable data mining flip korn alexandros labrinidis yannis kotidis christos faloutsos very large data bases|44|43|48|16|21|4|0.25|0.19047619047619047
0|1944|1587|1999|1995|evaluating top selection queries luis gravano surajit chaudhuri vldb|parallel evaluation multi join queries annita wilschut jan flokstra peter apers international conference management data|41|35|54|10|20|1|0.1|0.05
0|507|1320|1997|2001|groupwise processing relational queries kenneth ross damianos chatziantoniou vldb|querying xml views relational data jayavel shanmugasundaram jerry kiernan eugene shekita catalina fan john funderburk very large data bases|43|43|43|11|20|2|0.18181818181818182|0.1
0|2497|1534|1994|1995|unisql unified relational and object oriented database system won kim sigmod conference|the algres testbed chimera active object oriented database system international conference management data stefano ceri piero fraternali stefano paraboschi giuseppe psaila|46|46|65|13|23|5|0.38461538461538464|0.21739130434782608
0|2422|65|1997|2000|efficient view maintenance data warehouses sigmod conference tolga yurek divyakant agrawal amr abbadi ambuj singh|efficient resumption interrupted warehouse loads wilburt juan labio janet wiener hector garcia molina vlad gorelik international conference management data|45|45|47|18|22|3|0.16666666666666666|0.13636363636363635
0|2277|992|2003|1998|dynamic sample selection for approximate query processing gautam das surajit chaudhuri brian babcock sigmod conference|raster approximation for processing spatial joins very large data bases geraldo zimbrao jano moreira souza|48|48|50|15|18|2|0.13333333333333333|0.1111111111111111
0|661|1362|1997|2000|distance based indexing for high dimensional metric spaces sigmod conference meral zsoyoglu tolga bozkaya|local dimensionality reduction new approach indexing high dimensional spaces kaushik chakrabarti sharad mehrotra very large data bases|51|53|55|16|19|4|0.25|0.21052631578947367
0|5|1198|"3|1999"|2002|efficient geometry based similarity search spatial databases daniel keim sigmod conference|efficient retrieval similar shapes davood rafiei alberto mendelzon the vldb journal the international journal very large data bases|46|42|51|14|19|2|0.14285714285714285|0.10526315789473684
1|1378|101|1999|1999|broadcast protocols support efficient retrieval from databases mobile users anindya datta vijay kumar aslihan celik debra vandermeer acm trans database syst|broadcast protocols support efficient retrieval from databases mobile users acm transactions database systems tods anindya datta debra vandermeer aslihan celik vijay kumar|73|95|74|24|26|22|0.9166666666666666|0.8461538461538461
0|1229|344|"2|2002"|2002|business data management for electronic commerce manfred jeusfeld mareike schoop christoph quix sigmod record|data management issues electronic commerce guest editor introduction acm sigmod record asuman dogac|59|56|61|16|15|6|0.4|0.375
0|980|1122|1994|1996|mosaico system for conceptual modeling and rapid prototyping object oriented database application toiati michele missikoff sigmod conference|calibrating the query optimizer cost model iro object oriented federated database system georges gardarin fei sha zhao hui tang very large data bases|46|51|47|20|26|5|0.25|0.19230769230769232
0|1481|1667|1996|1994|database management systems and the internet susan malaika vldb|the ores temporal database management system babis theodoulidis aziz ait braham george andrianopoulos jayant chaudhary george karvelis simon sou international conference management data|40|43|63|9|23|3|0.3333333333333333|0.13043478260869565
0|1021|1419|1995|1994|the algres testbed chimera active object oriented database system giuseppe psaila stefano ceri stefano paraboschi piero fraternali sigmod conference|naos efficient and modular reactive capabilities object oriented database system christine collet thierry coupaye svensen very large data bases|51|52|52|20|22|5|0.25|0.22727272727272727
1|710|94|2000|2000|turbo charging vertical mining large databases jayant haritsa devavrat shah sudarshan pradeep shenoy mayank bawa gaurav bhalotia sigmod conference|turbo charging vertical mining large databases international conference management data pradeep shenoy jayant haritsa sundarshan gaurav bhalotia mayank bawa devavrat shah|65|87|66|22|25|20|0.9090909090909091|0.8
0|2296|2010|1996|"199|2003"|the mariposa distributed database management system sigmod record jeff sidell|aurora data stream management system abadi carney etintemel cherniack convey erwin galvez hatoun maskey rasin singer stonebraker tatbul xing yan zdonik international conference management data|31|32|44|10|35|2|0.2|0.05714285714285714
0|2296|1444|1996|1995|the mariposa distributed database management system sigmod record jeff sidell|document management database problem rudolf bayer very large data bases|41|44|41|10|12|2|0.2|0.16666666666666666
0|1098|262|2002|2001|storing and querying ordered xml using relational database system kevin beyer jayavel shanmugasundaram chun zhang igor tatarinov stratis viglas eugene shekita sigmod conference|supporting containment queries relational database management systems chun zhang jeffrey naughton david dewitt qiong luo guy lohman international conference management data|52|49|52|26|23|5|0.21739130434782608|0.19230769230769232
0|921|1898|2000|1996|disima distributed and interoperable image database system sigmod conference vincent oria benjamin bin yao shu lin paul iglinski tamer zsu|the mariposa distributed database management system acm sigmod record jeff sidell|48|50|60|23|11|4|0.36363636363636365|0.17391304347826086
1|1631|1097|1996|1996|optimization queries with user defined predicates surajit chaudhuri kyuseok shim vldb|optimization queries with user defined predicates very large data bases surajit chaudhuri kyuseok shim|86|88|75|12|15|11|0.9166666666666666|0.7333333333333333
0|2042|817|2001|1999|probabilistic object bases thomas eiter subrahmanian thomas lukasiewicz james acm trans database syst|probabilistic optimization top queries donko donjerkovic raghu ramakrishnan very large data bases|48|51|46|16|14|2|0.14285714285714285|0.125
